Pressure,CO2 Weld Flow,Feed,Primary Weld Current,Wire Consumed,Secondary Weld Voltage
-0.04,9.5,0.97,229.81,8.69,16.41
-0.04,9.66,0.97,219.45,8.69,16.6
-0.04,9.84,0.97,221.89,8.69,16.35
-0.04,9.9,0.98,220.05,8.85,16.16
-0.02,10.02,1,230.28,9.02,16.42
-0.02,10.06,1,225.9,9.02,16.73
-0.02,10.14,0.95,225.29,9.51,16.61
-0.02,10.15,0.97,223.3,9.67,16.74
-0.02,10.19,1,233.54,10,16.29
-0.02,10.2,1,226.56,10,15.88
-0.02,10.13,1,226.45,10,16.45
-0.02,10.13,1,220.23,10,16.33
0,10.02,1,226.5,10,16.59
0,10.01,0.92,224.85,10.16,16.93
0,9.92,0.92,221.74,10.16,16.88
0,9.82,0.94,236.28,10.33,16.23
0,9.75,0.94,236.76,10.33,16.5
0,9.65,0.94,226.54,10.33,16.82
0,9.53,0.94,230.9,10.33,16.59
0,9.4,0.94,230.63,10.33,16.67
0,9.29,0.94,231.88,10.33,16.56
0,9.14,0.94,231.73,10.33,16.13
0,8.98,0.86,241.43,10.33,16.23
0,8.87,0.86,243.76,10.33,16.23
0,8.75,0.86,234.74,10.33,16.22
0,8.65,0.86,224.76,10.33,16.33
0,8.47,0.86,235.53,10.33,16.09
0,8.33,0.86,222.48,10.33,16.46
0,8.19,0.9,243.61,10.82,16.39
0,8.05,0.96,242.03,11.48,15.78
0,7.92,0.98,219.74,11.8,16.87
0,7.79,1.01,232.64,12.13,16.5
0,7.68,0.95,226.99,12.3,16.57
0,7.52,0.96,240.1,12.46,16.3
0,7.42,0.96,233.29,12.46,16.49
0,7.28,0.96,230.91,12.46,16.18
0,7.2,0.97,237.1,12.62,16.23
0,7.08,0.98,231.43,12.79,16.22
0,7.03,1,236.4,12.95,16.11
0,6.9,1.01,234.84,13.11,16.61
0,6.83,1.01,237.48,13.11,16.11
0,6.77,0.94,230.55,13.11,16.47
0,6.7,0.94,239.8,13.11,16.13
0,6.63,0.94,242.61,13.11,16.03
0,6.55,0.95,234.1,13.28,16.31
0,6.48,0.97,242.58,13.61,16.12
0,6.44,1.01,248.71,14.1,16.45
0,6.38,1.01,231.1,14.1,16.25
0.06,6.28,1.01,247.44,14.1,15.9
0.06,6.25,1.01,238.85,14.1,16.35
0.06,6.23,0.95,232.99,14.26,16.49
0.06,6.19,0.95,230.16,14.26,16.63
0.06,6.15,0.97,235.78,14.59,16.3
0.06,6.13,0.98,227.29,14.75,16.41
0.06,6.1,0.98,231.86,14.75,16.62
0.06,6.08,0.99,237.49,14.92,16.36
0.06,6.04,0.99,227.44,14.92,16.42
0.07,6.01,1.01,227.59,15.08,16.48
0.07,5.98,1.04,240.68,15.57,15.52
0.07,5.94,0.99,248.44,15.9,16.73
0.07,5.91,1.02,235.09,16.39,16.75
0.07,5.92,1.08,254.73,17.21,16.13
0.07,5.92,1.1,252.49,17.54,17.17
0.07,5.89,1.13,222.71,18.03,17.3
0.07,5.87,1.18,245.83,18.85,16.79
0.07,5.88,1.19,237.23,19.02,16.28
0.06,5.86,1.19,228.85,19.02,16.68
0.06,5.85,1.19,235.48,19.02,16.42
0.06,5.86,1.12,224.54,19.02,17.1
0.06,5.82,1.12,52.5,19.02,35.91
0.06,5.79,1.12,0,19.02,0
0.06,5.76,1.14,0,19.34,0
0.06,5.8,1.15,0,19.51,0
0.06,5.79,1.16,0,19.67,0
0.06,5.77,1.18,0,20,0
0.04,5.75,1.19,0,20.16,0
0.04,5.77,1.2,0,20.33,0
0.04,5.77,1.13,0,20.33,0
0.04,5.79,1.13,0,20.33,0
0.04,5.77,1.13,0,20.33,0
0.04,5.79,1.13,0,20.33,0
0.04,5.76,1.13,0,20.33,0
0.04,5.76,1.13,0,20.33,0
0.04,5.7,1.13,0,20.33,0
0.55,5.71,1.13,0,20.33,0
0.55,5.72,1.13,0,20.33,0
0.55,5.7,1.07,0,20.33,0
0.55,5.6,1.07,0,20.33,0
0.55,5.56,1.07,0,20.33,0
0.55,5.48,1.07,0,20.33,0
0.55,5.39,1.07,0,20.33,0
0.55,5.27,1.07,0,20.33,0
0.55,5.16,1.07,0,20.33,0
1.01,4.97,1.07,0,20.33,0
1.01,4.75,1.07,0,20.33,0
1.01,4.53,1.02,0,20.33,0
1.01,4.28,1.02,0,20.33,0
1.01,3.96,1.02,0,20.33,0
1.01,3.65,1.02,0,20.33,0
1.01,3.33,1.02,0,20.33,0
1.01,2.99,1.02,0,20.33,0
1.36,2.68,1.02,0,20.33,0
1.36,2.64,1.02,0,20.33,0
1.36,-0.01,0.97,0,20.33,0
1.36,0.03,0.97,0,20.33,0
1.36,0.02,0.97,0,20.33,0
1.36,0,0.97,0,20.33,0
1.36,-0.01,0.97,0,20.33,0
1.36,0.03,0.97,0,20.33,0
1.36,0.02,0.97,0,20.33,0
1.36,0.01,0.97,0,20.33,0
1.58,0,0.97,0,20.33,0
1.58,-0.01,0.92,0,20.33,0
1.58,-0.01,0.92,0,20.33,0
