Pressure,CO2 Weld Flow,Feed,Primary Weld Current,Wire Consumed,Secondary Weld Voltage
0.07,10.53,45.08,63.88,586.07,15.45
0.07,10.38,45.6,108.5,592.79,13.42
0.07,10.23,46.2,203.78,600.66,13.19
0.07,10.08,43.36,96.24,607.05,14.64
0.06,9.94,43.9,147.38,614.59,13.36
0.06,9.85,44.43,190.88,621.97,13.16
0.06,9.77,44.98,94.81,629.67,14.35
0.06,9.68,45.46,149.73,636.39,13.15
0.06,9.64,46.02,196.33,644.26,13.11
0.06,9.54,46.56,87.35,651.8,14.24
0.06,9.51,47.05,138.54,658.69,13.35
0.06,9.41,47.6,197.69,666.39,13.02
0.06,9.38,44.92,93.45,673.77,15.02
0.06,9.33,45.44,130.66,681.64,12.58
0.06,9.3,45.87,173.68,688.03,12.21
0.06,9.28,46.43,104.29,696.39,14.84
0.06,9.26,46.89,121.6,703.28,13.24
0.06,9.22,47.37,184,710.49,12.15
0.06,9.2,47.78,128.5,716.72,14.51
0.06,9.2,48.33,118.31,724.92,13.51
0.06,9.2,48.85,146.01,732.79,14.1
0.06,9.18,46.22,87.25,739.51,14.57
0.06,9.2,46.72,174.94,747.54,12.11
0.03,9.18,47.14,146.91,754.26,12.94
0.03,9.16,47.65,127.05,762.46,13.57
0.03,9.15,48.08,183,769.34,12.12
0.03,9.17,48.53,140.9,776.56,13.04
0.03,9.17,48.98,112.06,783.61,13.42
0.03,9.15,49.51,191.89,792.13,11.95
0.03,9.15,49.9,149.05,798.36,12.88
0.03,9.12,47.42,109.35,806.07,13.98
0.03,9.15,47.9,168.63,814.26,12.54
0.04,9.17,48.25,154.69,820.33,14.08
0.04,9.15,48.69,103.71,827.71,14.14
0.04,9.15,49.12,175.61,835.08,12.78
0.04,9.16,49.56,174.28,842.46,13.46
0.04,9.17,49.93,119.49,848.85,13.59
0.04,9.17,50.6,201.69,860.16,11.98
0.04,9.16,50.95,146.26,866.07,13.58
0.04,9.18,48.44,93.88,871.97,14.32
0.04,9.19,48.83,172.74,878.85,12.51
0.04,9.18,49.26,167.55,886.72,13.03
0.04,9.17,49.68,102.66,894.26,14.36
0.04,9.18,50.06,181.15,901.15,12.61
0.04,9.21,50.51,156.73,909.18,13.53
0.04,9.21,50.87,90.64,915.74,14.51
0.04,9.23,51.28,183.74,923.11,12.61
0.04,9.23,51.68,171.59,930.16,13.9
0.04,9.24,49.39,111.19,938.36,13.85
0.04,9.23,49.72,169.9,944.75,12.67
0,9.27,50.15,139.74,952.79,14.4
0,9.27,50.5,109.09,959.51,13.96
0,9.29,50.87,191.36,966.56,12.21
0,9.29,51.27,135.16,974.1,13.85
0,9.3,51.66,104.45,981.48,13.32
0,9.3,52.05,208.76,989.02,12.75
0,9.32,52.48,99.24,997.05,15.25
0,9.31,50.3,116.5,1005.9,13.43
0,9.31,50.74,101.46,1014.75,14.1
0.02,9.33,51.18,194.25,1023.61,12.78
0.02,9.3,51.68,125.11,1033.61,13.4
0.02,9.34,52.15,187.21,1042.95,12.8
0.02,9.37,52.29,178.46,1045.74,13.69
0.02,9.38,52.69,109.89,1053.77,13.6
0.02,9.37,53.06,156.5,1061.15,12.76
0.02,9.39,53.39,174.15,1067.87,12.38
0.02,9.38,51.22,118.49,1075.57,14.01
0.02,9.36,51.61,175.41,1083.77,12.62
0.02,9.39,51.96,167.71,1091.15,13.42
0.02,9.4,52.34,107.3,1099.18,13.79
0.02,9.4,52.67,147.1,1106.07,12.78
0.02,9.37,53.03,177.93,1113.61,12.41
0.02,9.39,53.38,119.5,1120.98,13.81
0.02,9.41,53.81,174.03,1130,12.31
0.02,9.4,54.15,189.8,1137.21,13.04
0.02,9.43,52,107.34,1144.1,14.58
0.02,9.43,52.37,151.01,1152.13,13.08
0.01,9.42,52.7,72.2,1159.34,15.02
0.01,9.45,53.04,135.74,1166.89,12.78
0.01,9.49,53.37,179.05,1174.1,13.92
0.01,9.44,53.7,98.94,1181.48,14.27
0.01,9.46,54.01,168.88,1188.2,12.51
0.01,9.45,54.35,182.69,1195.74,13.12
0.01,9.47,54.64,93.15,1202.13,14.51
0.01,9.49,52.6,176.43,1209.84,13.03
-0.01,9.51,52.93,156.73,1217.38,14.12
-0.01,9.51,53.2,99.13,1223.61,14.1
-0.01,9.49,53.53,172.43,1231.15,12.03
-0.01,9.5,53.82,159.05,1237.87,12.85
-0.01,9.52,54.18,125.35,1246.07,13.76
-0.01,9.52,54.45,181.69,1252.46,12.41
-0.01,9.48,54.8,144.3,1260.33,14.45
-0.01,9.53,55.09,101.59,1267.05,13.99
-0.01,9.49,53.11,114,1274.75,14.99
-0.01,9.49,53.39,108.23,1281.31,14.18
0,9.51,53.72,172.89,1289.18,13.46
0,9.5,54.02,97.44,1296.56,14.63
0,9.5,54.3,165.29,1303.12,12.69
0,9.53,54.63,165.96,1311.15,13
0,9.53,54.9,107.1,1317.54,14.25
0,9.5,55.2,186.61,1324.75,12.4
0,9.5,55.53,168.05,1332.79,14.11
0,9.55,53.61,110.88,1340.33,13.39
0,9.56,53.84,189.56,1345.9,11.98
-0.03,9.53,54.16,140.91,1353.93,14.11
-0.03,9.51,54.49,111.3,1362.13,13.35
-0.03,9.51,54.73,194.6,1368.36,12.83
-0.03,9.51,55.04,127.35,1376.07,14.53
-0.03,9.53,55.33,113.33,1383.28,13.69
-0.03,9.52,55.63,198.1,1390.82,12.74
-0.03,9.53,55.9,114.68,1397.38,14.94
-0.03,9.52,54.07,134.88,1405.9,12.99
-0.03,9.52,54.33,119.3,1412.46,14.68
-0.04,9.52,54.62,89.24,1420.16,13.91
-0.04,9.53,54.87,155.05,1426.72,12.96
-0.04,9.53,55.18,108.53,1434.75,14.13
-0.04,9.51,55.48,137.16,1442.46,13.93
-0.04,9.52,55.74,107.54,1449.34,14.15
-0.04,9.48,56.05,163.03,1457.21,12.42
-0.04,9.45,56.31,197.23,1463.93,12.33
-0.04,9.45,54.52,119.28,1471.97,13.78
-0.04,9.46,54.77,172.9,1478.85,12.4
-0.05,9.44,55.06,161,1486.56,13.19
-0.05,9.43,55.31,133.16,1493.28,13.44
-0.05,9.43,55.62,170.05,1501.8,12.26
-0.05,9.43,55.87,140.78,1508.53,13.19
-0.05,9.44,56.16,141.35,1516.23,13.48
-0.05,9.45,56.45,172.8,1524.1,13.32
-0.05,9.45,56.7,152.13,1530.82,14.07
-0.05,9.42,54.95,148.16,1538.69,13.1
-0.05,9.4,55.2,188.95,1545.57,12.77
-0.04,9.36,55.47,133.13,1553.28,13.63
-0.04,9.37,55.73,133.61,1560.33,13.04
-0.04,9.39,56.02,185.15,1568.69,12.38
-0.04,9.39,56.26,143.15,1575.41,13.59
-0.04,9.35,56.56,121.01,1583.61,13.33
-0.04,9.34,56.83,182.19,1591.15,12.71
-0.04,9.34,57.07,138.83,1597.87,13.76
-0.04,9.36,57.34,135.84,1605.41,12.81
-0.04,9.34,55.64,205.71,1613.44,12.27
-0.04,9.36,55.9,126.59,1621.15,13.96
-0.04,9.33,56.11,148.53,1627.21,12.58
-0.04,9.34,56.39,181.29,1635.41,13.49
-0.04,9.3,56.64,150.2,1642.46,12.82
-0.04,9.31,56.85,34.94,1648.53,36.36
-0.04,9.29,56.89,0,1649.84,0
-0.04,9.28,56.9,0,1650.16,0
-0.04,9.29,56.9,0,1650.16,0
-0.04,9.26,55.02,0,1650.66,0
-0.03,9.25,55.03,0,1650.98,0
-0.03,9.23,55.04,0,1651.31,0
-0.03,9.24,55.05,0,1651.48,0
-0.03,9.22,55.05,0,1651.64,0
-0.03,9.23,55.05,0,1651.64,0
-0.03,9.18,55.05,0,1651.64,0
-0.03,9.18,55.05,0,1651.64,0
-0.03,9.14,53.28,0,1651.64,0
-0.03,9.14,53.28,0,1651.64,0
0.44,9.07,53.28,0,1651.64,0
0.44,8.98,53.28,0,1651.64,0
0.44,8.87,53.28,0,1651.64,0
0.44,8.74,53.28,0,1651.64,0
0.44,8.6,53.28,0,1651.64,0
0.44,8.39,53.28,0,1651.64,0
0.44,8.16,53.28,0,1651.64,0
0.44,7.87,51.61,0,1651.64,0
0.44,7.55,51.61,0,1651.64,0
0.89,7.2,51.61,0,1651.64,0
0.89,6.88,51.61,0,1651.64,0
0.89,6.45,51.61,0,1651.64,0
0.89,6.02,51.61,0,1651.64,0
0.89,5.66,51.61,0,1651.64,0
0.89,5.23,51.61,0,1651.64,0
0.89,4.88,51.61,0,1651.64,0
0.89,4.49,50.05,0,1651.64,0
0.89,4.16,50.05,0,1651.64,0
1.33,3.74,50.05,0,1651.64,0
1.33,3.43,50.05,0,1651.64,0
1.33,3.11,50.05,0,1651.64,0
1.33,2.84,50.05,0,1651.64,0
1.33,0.01,50.05,0,1651.64,0
1.33,0.03,50.05,0,1651.64,0
1.33,0.02,50.05,0,1651.64,0
1.33,0.01,48.58,0,1651.64,0
1.33,0,48.58,0,1651.64,0
1.73,-0.01,48.58,0,1651.64,0
1.73,-0.01,48.58,0,1651.64,0
1.73,0.01,48.58,0,1651.64,0
1.73,0,48.58,0,1651.64,0
1.73,-0.02,48.58,0,1651.64,0
