Pressure,CO2 Weld Flow,Feed,Primary Weld Current,Wire Consumed,Secondary Weld Voltage
0.02,3.13,1.08,291.73,7.54,17.27
0.02,3.88,1.1,275.6,7.7,18.15
0.02,4.56,1.22,270.9,8.52,18.68
0.02,4.85,1.24,277.24,8.69,18.32
0.02,5.56,1.26,271,8.85,18.49
0.02,6.11,1.29,275.44,9.02,17.94
0.02,6.76,1.36,284.86,9.51,18.13
0.02,7.34,1.25,284.94,10,18.39
0.02,7.99,1.31,274.3,10.49,18.37
0.03,8.62,1.33,285.29,10.66,18.44
0.03,9.13,1.35,279.71,10.82,18.16
0.03,9.73,1.48,280.19,11.8,17.62
0.03,10.25,1.54,282.36,12.3,18.14
0.03,10.8,1.58,277.04,12.62,18.18
0.03,11.27,1.62,279.7,12.95,18.06
0.03,11.78,1.64,274.75,13.11,18.62
0.03,12.16,1.51,274.54,13.61,19.04
0.03,12.5,1.58,282.88,14.26,19.5
0.04,12.79,1.64,278.34,14.75,18.75
0.04,13.07,1.66,264.39,14.92,18.97
0.04,13.33,1.69,271.35,15.25,18.63
0.04,13.49,1.73,275.55,15.57,18.21
0.04,13.67,1.75,275.41,15.74,17.89
0.04,13.8,1.79,280.21,16.07,17.9
0.04,13.9,1.82,274.59,16.39,17.92
0.04,13.97,1.86,273.01,16.72,18.26
0.04,14.05,1.7,282.08,17.05,18.33
0.06,14.11,1.75,266.94,17.54,18.1
0.06,14.13,1.84,271.44,18.36,18.5
0.06,14.18,1.84,268.94,18.36,18.13
0.06,14.19,1.92,279.29,19.18,18.16
0.06,14.21,1.95,264.85,19.51,18.11
0.06,14.21,1.98,273.36,19.84,17.99
0.06,14.25,2,265.9,20,18.37
0.06,14.23,2,270.75,20,17.93
0.06,14.22,1.82,275.95,20,17.89
0.06,14.2,1.83,269.99,20.16,18.16
0.04,14.17,1.88,280.44,20.66,18.45
0.04,14.15,1.91,268.19,20.98,18.34
0.04,14.09,1.91,266.73,20.98,18.54
0.04,14.03,1.91,281.33,20.98,17.7
0.04,13.97,1.95,259.94,21.48,18.61
0.04,13.92,1.97,270.86,21.64,18.48
0.04,13.83,2,280.73,21.97,19.13
0.04,13.78,1.86,279.58,22.3,17.99
0.04,13.69,1.89,262.33,22.62,18.07
0,13.58,1.9,267.9,22.79,18.1
0,13.49,1.93,271.04,23.11,18.15
0,13.38,1.94,267.05,23.28,18.1
0,13.29,1.94,271.39,23.28,18.14
0,13.16,1.94,271.21,23.28,17.77
0,13.05,1.97,278.41,23.61,17.42
0,12.91,1.99,263.11,23.93,18.54
0,12.8,1.88,268.69,24.43,18.57
0,12.7,1.9,286.01,24.75,18.38
0,12.61,1.92,258.79,24.92,18.61
0,12.5,1.93,276.14,25.08,18.27
0,12.35,1.93,267.49,25.08,18.92
0,12.25,1.93,270.98,25.08,18.47
0,12.16,1.93,268.01,25.08,18.33
0,12.04,1.93,269.81,25.08,18.72
0,11.93,1.93,272.24,25.08,18.05
0,11.85,1.8,271.33,25.25,18.04
0,11.72,1.8,265.84,25.25,18.04
-0.01,11.63,1.81,274.09,25.41,18.32
-0.01,11.55,1.84,272.9,25.74,18.29
-0.01,11.47,1.86,264.31,26.07,18.23
-0.01,11.39,1.89,278.7,26.39,17.77
-0.01,11.3,1.9,267.21,26.56,18.23
-0.01,11.23,1.91,270.25,26.72,18.32
-0.01,11.16,1.91,270.28,26.72,18.23
-0.01,11.12,1.78,271.58,26.72,18.68
-0.01,11.02,1.8,267.94,27.05,18.86
-0.04,10.97,1.84,272.43,27.54,17.84
-0.04,10.89,1.85,270.09,27.7,18.41
-0.04,10.84,1.86,268.08,27.87,18.39
-0.04,10.82,1.87,264.15,28.03,18.54
-0.04,10.77,1.88,269.89,28.2,18.89
-0.04,10.75,1.89,266.24,28.36,18.6
-0.04,10.72,1.91,273.8,28.69,18.26
-0.04,10.68,1.91,271.18,28.69,18.23
-0.04,10.64,1.8,267.33,28.85,18.23
-0.03,10.61,1.81,268.5,29.02,17.83
-0.03,10.56,1.81,266.88,29.02,18.3
-0.03,10.54,1.83,272.8,29.34,18.8
-0.03,10.47,1.84,269.88,29.51,18.67
-0.03,10.45,1.86,273.71,29.84,18.18
-0.03,10.42,1.86,270.46,29.84,18.57
-0.03,10.43,1.9,271.58,30.33,18.37
-0.03,10.38,1.8,271.35,30.66,18.27
0.02,10.3,1.83,268.96,31.15,18.57
0.02,10.33,1.85,269.98,31.48,18.75
0.02,10.3,1.89,268.33,32.13,18.99
0.02,10.31,1.89,267.83,32.13,18.82
0.02,10.28,1.89,273.06,32.13,18.38
0.02,10.25,1.89,267.11,32.13,18.92
0.02,10.25,1.89,266.36,32.13,18.56
0.02,10.24,1.9,267.5,32.3,18.85
0.02,10.24,1.81,275.7,32.62,18.74
0.02,10.24,1.82,270.36,32.79,18.51
0.03,10.22,1.83,268.33,32.95,18.36
0.03,10.24,1.87,269.05,33.61,18.06
0.03,10.24,1.89,277.08,34.1,18.19
0.03,10.23,1.9,269.68,34.26,18.27
0.03,10.23,1.91,270.29,34.43,18.38
0.03,10.22,1.91,266.76,34.43,18.37
0.03,10.21,1.92,268.4,34.59,18.22
0.03,10.2,1.83,270.15,34.75,18.46
0.03,10.2,1.83,271.68,34.75,18.05
0.05,10.2,1.84,270.19,34.92,18.42
0.05,10.24,1.85,271.16,35.08,18.63
0.05,10.26,1.85,265.73,35.08,18.53
0.05,10.28,1.86,273.58,35.41,18.26
0.05,10.26,1.87,270.33,35.57,18.25
0.05,10.3,1.88,266.3,35.74,18.4
0.05,10.31,1.89,266.78,35.9,18.52
0.05,10.33,1.81,272.41,36.23,18.39
0.05,10.32,1.81,264.48,36.23,18.65
0.07,10.35,1.81,271.41,36.23,18.8
0.07,10.36,1.82,267.34,36.39,18.7
0.07,10.4,1.82,267.7,36.39,18.79
0.07,10.41,1.84,272.51,36.72,18.39
0.07,10.46,1.84,274.31,36.89,18.17
0.07,10.48,1.85,264.36,37.05,18.68
0.07,10.49,1.87,267.83,37.38,18.5
0.07,10.48,1.8,270.04,37.87,18.63
0.07,10.5,1.8,265.99,37.87,18.04
0.01,10.53,1.8,268.65,37.87,18.55
0.01,10.51,1.81,269.63,38.03,18.66
0.01,10.5,1.82,267.85,38.2,18.64
0.01,10.52,1.83,266,38.36,18.48
0.01,10.54,1.84,267.9,38.69,18.76
0.01,10.57,1.85,272.83,38.85,18.35
0.01,10.58,1.86,272.44,39.02,18.6
0.01,10.6,1.79,268.2,39.34,18.29
0.01,10.63,1.8,270.19,39.67,18.56
-0.01,10.61,1.82,264.16,40,18.8
-0.01,10.66,1.83,273.44,40.33,17.94
-0.01,10.69,1.83,270.06,40.33,18.41
-0.01,10.67,1.85,274.95,40.66,18.24
-0.01,10.67,1.85,270.74,40.66,18.24
-0.01,10.67,1.86,275.95,40.98,17.52
-0.01,10.68,1.88,273.96,41.31,18.1
-0.01,10.73,1.89,271.24,41.48,18.81
-0.01,10.75,1.81,264.93,41.64,19.15
-0.01,10.77,1.82,271.68,41.97,18.51
-0.01,10.74,1.83,269.45,42.13,18.38
-0.01,10.75,1.84,272.6,42.3,18.59
-0.01,10.81,1.85,270.18,42.62,18.64
-0.01,10.84,1.86,269.11,42.79,18.56
-0.01,10.81,1.87,273.63,42.95,18.19
-0.01,10.84,1.88,270.85,43.28,18.47
-0.01,10.82,1.89,271.85,43.44,18.26
-0.01,10.86,1.83,272.3,43.93,18.33
-0.03,10.86,1.83,267.08,43.93,18.09
-0.03,10.91,1.84,270,44.26,18.28
-0.03,10.91,1.85,271.18,44.43,17.87
-0.03,10.91,1.86,269.24,44.59,18.25
-0.03,10.94,1.87,273.14,44.92,17.98
-0.03,10.98,1.88,262.73,45.08,18.86
-0.03,11.01,1.89,265.98,45.25,18.52
-0.03,11.01,1.89,268.49,45.25,18.13
-0.03,11.02,1.82,270.53,45.57,18.45
-0.03,11.03,1.82,273.08,45.57,18.01
-0.05,11.05,1.83,270.56,45.74,18.4
-0.05,11.07,1.83,270.79,45.74,18.53
-0.05,11.09,1.83,267.65,45.74,18.62
-0.05,11.12,1.84,271.46,45.9,18.77
-0.05,11.12,1.85,269.88,46.23,18.64
-0.05,11.15,1.86,269.11,46.39,18.77
-0.05,11.2,1.86,268.45,46.39,18.74
-0.05,11.21,1.78,264.68,46.39,18.7
-0.05,11.2,1.79,274.5,46.56,18.52
0.01,11.22,1.79,273.98,46.56,18.72
0.01,11.21,1.8,276.03,46.72,19.03
0.01,11.23,1.81,267.95,47.05,18.27
0.01,11.28,1.82,268.76,47.38,18.61
0.01,11.28,1.83,266.76,47.54,18.89
0.01,11.25,1.83,271.3,47.54,18.2
0.01,11.29,1.76,266.65,47.54,18.32
0.01,11.32,1.77,267.83,47.7,18.05
0.02,11.33,1.78,263.96,48.03,18.83
0.02,11.33,1.79,263.16,48.2,18.82
0.02,11.37,1.79,263.93,48.2,18.57
0.02,11.37,1.79,266.91,48.36,18.65
0.02,11.37,1.79,269.71,48.36,18.41
0.02,11.39,1.79,270.34,48.36,18.74
0.02,11.41,1.79,269.23,48.36,18.6
0.02,11.4,1.73,268,48.52,18.4
0.02,11.45,1.74,257.84,48.85,19.2
0.04,11.43,1.75,271.14,49.02,18.58
0.04,11.5,1.76,273.39,49.18,18.49
0.04,11.51,1.76,268.34,49.34,18.27
0.04,11.49,1.77,275.81,49.51,18.48
0.04,11.52,1.77,264.04,49.51,18.77
0.04,11.49,1.77,265.01,49.51,18.79
0.04,11.52,1.77,268.51,49.51,18.89
0.04,11.52,1.71,273.74,49.67,18.38
0.04,11.55,1.72,267.03,49.84,18.38
0.05,11.56,1.72,266.76,50,18.66
0.05,11.59,1.74,271.18,50.49,18.92
0.05,11.58,1.75,273.1,50.82,18.91
0.05,11.65,1.76,269.15,50.98,18.76
0.05,11.64,1.76,268.76,50.98,18.74
0.05,11.67,1.76,266.11,50.98,18.5
0.05,11.67,1.76,266.3,50.98,18.61
0.05,11.66,1.7,270.51,50.98,17.9
0.05,11.66,1.7,274.83,50.98,18.18
0.05,11.68,1.7,267.83,51.15,18.18
0.05,11.7,1.71,272.16,51.31,18.33
0.05,11.73,1.71,266.34,51.31,18.05
0.05,11.74,1.71,268.64,51.31,18.29
0.05,11.75,1.72,196.65,51.64,18.2
0.05,11.76,1.72,39.03,51.64,30.28
0.05,11.78,1.72,0,51.64,0
0.05,11.81,1.74,0,52.13,0
0.05,11.8,1.69,0,52.3,0
-0.02,11.82,1.69,0,52.3,0
-0.02,11.81,1.71,0,52.95,0
-0.02,11.82,1.72,0,53.28,0
-0.02,11.83,1.72,0,53.44,0
-0.02,11.84,1.72,0,53.44,0
-0.02,11.84,1.73,0,53.61,0
-0.02,11.85,1.73,0,53.61,0
-0.02,11.87,1.73,0,53.61,0
-0.02,11.86,1.68,0,53.61,0
-0.02,11.85,1.68,0,53.61,0
0.42,11.82,1.68,0,53.61,0
0.42,11.77,1.68,0,53.61,0
0.42,11.69,1.68,0,53.61,0
0.42,11.65,1.68,0,53.61,0
0.42,11.58,1.68,0,53.61,0
0.42,11.46,1.68,0,53.61,0
0.42,11.3,1.68,0,53.61,0
0.42,11.16,1.62,0,53.61,0
0.42,10.89,1.63,0,53.77,0
0.89,10.65,1.63,0,53.77,0
0.89,10.37,1.63,0,53.77,0
0.89,10.05,1.63,0,53.77,0
0.89,9.65,1.63,0,53.77,0
0.89,9.22,1.63,0,53.77,0
0.89,8.88,1.63,0,53.77,0
0.89,8.44,1.63,0,53.77,0
0.89,8.07,1.58,0,53.77,0
0.89,7.59,1.58,0,53.77,0
1.31,7.18,1.58,0,53.77,0
1.31,6.74,1.58,0,53.77,0
1.31,6.4,1.58,0,53.77,0
1.31,5.98,1.58,0,53.77,0
1.31,5.65,1.58,0,53.77,0
1.31,5.27,1.58,0,53.77,0
1.31,4.87,1.58,0,53.77,0
1.31,4.58,1.54,0,53.77,0
1.31,4.26,1.54,0,53.77,0
1.69,4.01,1.54,0,53.77,0
1.69,3.68,1.54,0,53.77,0
1.69,3.44,1.54,0,53.77,0
1.69,3.23,1.54,0,53.77,0
1.69,3.03,1.54,0,53.77,0
