Pressure,CO2 Weld Flow,Feed,Primary Weld Current,Wire Consumed,Secondary Weld Voltage
-0.05,0.01,50.43,135.41,706.07,20.36
-0.05,0.02,47.68,136.44,715.25,20.62
-0.05,-0.01,48.3,119.9,724.43,21.31
-0.05,0.02,48.96,131.55,734.43,20.54
-0.05,0,49.7,147.39,745.57,19.85
-0.05,-0.03,50.48,125.88,757.21,20.64
-0.05,-0.02,51.31,128.41,769.67,21.51
-0.05,0,51.5,136.59,772.46,21.56
-0.05,-0.02,52.01,139.24,780.16,21.8
-0.05,-0.01,49.38,142.41,790,22.18
-0.05,0.03,49.92,141.34,798.69,22.12
-0.05,0.02,50.35,133.36,805.57,20.85
-0.05,0,50.94,126.09,815.08,20.58
-0.05,0,51.44,145.76,823.11,19.12
-0.05,-0.02,51.95,123.8,831.15,20.41
-0.05,-0.01,52.42,111.59,838.69,21.43
-0.05,0.01,53.01,140.48,848.2,19.89
-0.04,0,53.45,138.85,855.25,20.3
-0.04,-0.02,50.77,120.98,863.11,21.34
-0.04,-0.03,51.25,123.68,871.31,21.49
-0.04,-0.01,51.76,132.75,879.84,20.66
-0.04,-0.02,52.14,130.04,886.39,21.12
-0.04,0,52.67,147.78,895.41,20.03
-0.04,0.03,53.23,131.31,904.92,20.32
-0.04,0.03,53.66,124.49,912.3,20.95
-0.04,0.01,54.15,130.69,920.49,20.36
-0.03,0,54.63,118.28,928.69,21.62
-0.03,0.03,52.05,135.81,936.89,20.79
-0.03,0.01,52.46,133.48,944.26,21.19
-0.03,0,52.94,132.3,952.95,20.63
-0.03,0,53.35,131.54,960.33,20.72
-0.03,-0.02,53.81,125.03,968.52,20.8
-0.03,-0.03,54.21,141.2,975.74,20.3
-0.03,-0.01,54.73,125.29,985.08,20.71
-0.03,-0.01,55.15,132.84,992.79,20.07
-0.03,0,55.56,136,1000.16,20.42
-0.03,0.03,53.05,134.08,1007.87,20.4
-0.03,0.03,53.45,141.18,1015.57,19.9
-0.03,0.01,53.89,134.39,1023.93,20.45
-0.03,0,54.26,107.91,1030.98,21.77
-0.03,0.03,54.7,131.25,1039.34,20.73
-0.03,0.02,55.09,136.05,1046.72,20.09
-0.03,0,55.5,134.51,1054.43,20.92
-0.03,0,55.9,137.4,1062.13,20.71
-0.02,-0.03,56.36,105.55,1070.82,21.9
-0.02,-0.01,53.96,124.24,1079.18,20.44
-0.02,-0.01,54.34,138.73,1086.89,19.85
-0.02,0,54.77,142.74,1095.41,19.69
-0.02,0,55.13,120.84,1102.62,21.25
-0.02,0,55.6,130.85,1111.97,20.64
-0.02,-0.01,56.02,134.16,1120.49,20.72
-0.02,0,56.5,145.03,1130,20.39
-0.02,0.01,56.86,126.09,1137.21,20.56
-0.02,0.02,57.28,122.86,1145.57,21.37
-0.03,0.03,57.69,139.35,1153.77,20.35
-0.03,0,55.38,134.15,1162.95,20.69
-0.03,-0.04,55.73,131.18,1170.33,21.44
-0.03,-0.03,56.09,128.23,1177.87,21.5
-0.03,-0.01,56.6,130.28,1188.69,20.27
-0.03,-0.01,56.93,141.59,1195.57,20.41
-0.03,-0.04,57.31,127.28,1203.44,21.41
-0.03,-0.03,57.75,142.46,1212.79,20.55
-0.03,-0.01,58.18,119.98,1221.8,21.29
-0.02,-0.01,58.48,127.14,1228.03,20.93
-0.02,0.02,56.25,131.26,1237.54,20.34
-0.02,0.02,56.63,125.88,1245.9,21.3
-0.02,0.01,56.99,135.43,1253.77,20.42
-0.02,0.01,57.39,125.19,1262.62,21.41
-0.02,0,57.77,124.75,1270.98,21.43
-0.02,-0.03,58.19,134.34,1280.16,20.41
-0.02,-0.03,58.52,144.64,1287.38,19.9
-0.02,-0.01,58.97,123.31,1297.38,20.73
-0.03,0,59.34,121.96,1305.41,20.57
-0.03,-0.02,57.1,121.41,1313.28,21.33
-0.03,-0.03,57.46,135.29,1321.64,20.96
-0.03,-0.02,57.9,135.69,1331.64,20.28
-0.03,0,58.25,141.24,1339.67,20.52
-0.03,0.01,58.62,114.73,1348.36,22.32
-0.03,0.01,59.02,124.25,1357.54,21.55
-0.03,0.01,59.36,123.73,1365.25,21.67
-0.03,-0.01,59.74,149.59,1374.1,20.59
-0.01,0.02,60.04,149.51,1380.82,20.06
-0.01,0,57.9,108.03,1389.67,21.94
-0.01,0.01,58.25,116.29,1398.03,22.07
-0.01,-0.02,58.64,142.2,1407.38,19.9
-0.01,-0.01,58.93,140.13,1414.26,20.08
-0.01,-0.03,59.3,119.73,1423.12,21.69
-0.01,-0.02,59.65,121.16,1431.64,22.39
-0.01,-0.02,60.02,126.45,1440.49,21.08
-0.01,0.02,60.33,132.09,1448.03,21.19
-0.01,0,60.7,141.06,1456.72,20.52
-0.01,0.03,58.66,120.34,1466.39,21.6
-0.01,0.03,58.98,124.63,1474.59,21.54
-0.01,-0.01,59.38,128.61,1484.59,21.55
-0.01,0.01,59.85,131.41,1496.23,20.39
-0.01,-0.01,60.27,117.14,1506.72,21.66
-0.01,-0.04,60.79,132,1519.67,21.4
-0.01,-0.03,61.28,142.74,1531.97,20.72
-0.01,-0.02,61.39,151.81,1534.75,20.09
-0.01,-0.01,59.38,128.14,1543.77,21.14
-0.01,-0.01,59.7,120.08,1552.13,21.75
-0.01,0.02,60.03,130.93,1560.82,20.87
-0.01,0.03,60.32,128.41,1568.36,21.93
-0.01,0,60.7,140.09,1578.2,21.36
-0.01,0,61,152.74,1586.07,20.22
-0.01,0.02,61.34,112.36,1594.75,21.8
-0.01,0.01,61.68,112.71,1603.77,22.06
-0.01,-0.02,62.04,137.25,1613.12,21.35
-0.01,-0.01,60.04,160.86,1620.98,19.73
-0.01,-0.01,60.37,149.76,1630,21.02
-0.01,0,60.7,105.45,1638.85,21.43
-0.01,-0.01,60.98,110.55,1646.39,22.23
-0.01,-0.01,61.34,137.95,1656.07,21.87
-0.01,0.01,61.65,160.14,1664.59,20.41
-0.01,0.02,61.99,141.16,1673.61,20.53
-0.01,0.01,62.29,117.24,1681.8,21.69
-0.02,0.01,62.59,113.44,1689.84,21.92
-0.02,-0.01,60.61,132.16,1697.05,21.06
-0.02,-0.03,60.93,143.39,1706.07,20.48
-0.02,-0.03,61.19,129.7,1713.28,21.14
-0.02,-0.02,61.49,120.39,1721.64,21.39
-0.02,-0.03,61.8,126.33,1730.49,20.83
-0.02,-0.01,62.14,134.03,1740,21.81
-0.02,0,62.39,136.08,1747.05,21.01
-0.02,0,62.69,138.34,1755.41,20.36
-0.01,0.01,63.04,139.95,1765.25,19.19
-0.01,0.02,61.14,131.66,1772.95,20.59
-0.01,-0.02,61.37,114.81,1779.67,21.78
-0.01,-0.03,61.7,115.25,1789.18,21.64
-0.01,-0.04,61.97,132.48,1797.21,21.16
-0.01,-0.03,62.23,156.46,1804.59,21.05
-0.01,-0.03,62.52,122.4,1812.95,21.3
-0.01,-0.03,62.81,124.08,1821.48,21.06
-0.01,-0.01,63.09,121.96,1829.51,21.37
-0.02,-0.01,63.33,124.71,1836.56,21.86
-0.02,-0.02,61.54,121.19,1846.23,21.28
-0.02,-0.03,61.78,124.3,1853.28,21.85
-0.02,-0.01,62.05,120.81,1861.64,23.05
-0.02,-0.01,62.3,115.33,1868.85,22.78
-0.02,0.02,62.55,137.75,1876.39,21.69
-0.02,0.01,62.79,138.09,1883.77,23
-0.02,0.01,63.07,128.05,1892.13,23.56
-0.02,0,63.34,110.79,1900.16,22.73
0.01,0,63.6,111.56,1907.87,22.23
0.01,-0.03,61.73,26.46,1913.61,36.51
0.01,-0.03,61.77,0,1914.75,0
0.01,-0.01,61.92,0,1919.51,0
0.01,-0.01,62.11,0,1925.41,0
0.01,-0.03,62.17,0,1927.21,0
0.01,-0.04,62.22,0,1928.85,0
0.01,-0.01,62.24,0,1929.51,0
0.01,-0.01,62.26,0,1930,0
0.01,0.01,62.27,0,1930.33,0
0.04,0.01,60.33,0,1930.66,0
0.04,0.01,60.34,0,1930.82,0
0.04,0,60.34,0,1930.98,0
0.04,0,60.34,0,1930.98,0
0.04,0.01,60.34,0,1930.98,0
0.04,0.01,60.34,0,1930.98,0
0.04,0.01,60.34,0,1930.98,0
0.04,0,60.34,0,1930.98,0
0.04,-0.03,60.34,0,1930.98,0
0.03,-0.02,60.34,0,1930.98,0
0.03,0,58.51,0,1930.98,0
0.03,0.01,58.51,0,1930.98,0
0.03,0.01,58.51,0,1930.98,0
0.03,0.01,58.51,0,1930.98,0
0.03,0.01,58.51,0,1930.98,0
0.03,0.01,58.51,0,1930.98,0
0.03,0,58.51,0,1930.98,0
0.03,-0.01,58.51,0,1930.98,0
0.05,-0.01,58.51,0,1930.98,0
0.05,-0.03,56.79,0,1930.98,0
0.05,-0.04,56.79,0,1930.98,0
0.05,-0.02,56.79,0,1930.98,0
0.05,0.03,56.79,0,1930.98,0
0.05,0,56.79,0,1930.98,0
0.05,0,56.79,0,1930.98,0
0.05,0.02,56.79,0,1930.98,0
0.05,0,56.79,0,1930.98,0
0.05,-0.01,55.17,0,1930.98,0
0.05,-0.04,55.17,0,1930.98,0
0.05,0,55.17,0,1930.98,0
0.05,-0.02,55.17,0,1930.98,0
0.05,-0.01,55.17,0,1930.98,0
0.05,0.03,55.17,0,1930.98,0
0.05,-0.01,55.17,0,1930.98,0
0.05,-0.01,55.17,0,1930.98,0
0.05,0.03,55.17,0,1930.98,0
