Pressure,CO2 Weld Flow,Feed,Primary Weld Current,Wire Consumed,Secondary Weld Voltage
0.04,5.12,35.3,137.13,458.85,19.67
0.04,4.95,35.88,123.93,466.39,19.9
0.04,4.87,36.38,137.84,472.95,20.34
0.04,4.68,36.96,139.04,480.49,19.49
0.04,4.7,37.53,134.88,487.87,20.02
0.04,4.62,38.03,140.34,494.43,20.08
0.05,4.58,38.61,114.14,501.97,20.29
0.05,4.52,39.13,141.46,508.69,20.25
0.05,4.53,39.68,137.28,515.9,20.16
0.05,4.38,37.42,138.63,523.93,20.26
0.05,4.37,37.95,126.14,531.31,20.68
0.05,4.3,38.42,136.78,537.87,20.51
0.05,4.18,38.98,135.53,545.74,20.44
0.05,4.13,39.43,137.08,551.97,19.93
0.05,4,40,140.16,560,19.99
0.06,3.95,40.54,131.98,567.54,19.57
0.06,3.91,41.01,142.86,574.1,20.15
0.06,3.95,41.53,138.95,581.48,20.05
0.06,3.89,39.21,125.28,588.2,20.06
0.06,3.93,39.79,127.84,596.89,19.89
0.06,3.77,40.22,136.74,603.28,20.26
0.06,3.83,40.72,139.96,610.82,20.3
0.06,3.79,41.14,127.98,617.05,20.41
0.06,3.84,41.68,129.74,625.25,19.94
0.09,3.82,42.12,135.49,631.8,20.42
0.09,3.76,42.61,138.55,639.18,20.35
0.09,3.66,43.11,128.46,646.72,19.87
0.09,3.67,40.83,139.95,653.28,20.17
0.09,3.53,41.31,124.4,660.98,19.65
0.09,3.52,41.74,134.9,667.87,20.1
0.09,3.58,42.2,137.04,675.25,19.72
0.09,3.69,42.62,123.13,681.97,20.51
0.09,3.45,43.08,142.7,689.34,20.08
0.23,3.45,43.48,136.6,695.74,20.08
0.23,3.55,43.97,147.14,703.44,20.03
0.23,3.52,44.39,142.45,710.16,19.66
0.23,3.59,44.85,136.31,717.54,20.3
0.23,3.65,42.66,125.76,725.25,20.48
0.23,3.62,43.04,127.54,731.64,20.32
0.23,3.54,43.47,138.5,739.02,19.63
0.23,3.52,43.86,129.11,745.57,19.82
0.23,3.6,44.33,143.93,753.61,20.21
0.22,3.6,44.72,133.59,760.16,20.12
0.22,3.52,45.15,131.09,767.54,20.29
0.22,3.52,45.56,136.25,774.59,20.18
0.22,3.47,46.01,136.91,782.13,20.23
0.22,3.47,43.8,141.49,788.36,19.86
0.22,3.41,44.24,129.49,796.39,20.22
0.22,3.49,44.65,129.41,803.77,20.38
0.22,3.47,45,127.83,810,20.02
0.22,3.6,45.39,136.11,817.05,19.73
0.2,3.58,45.77,137.83,823.77,20.37
0.2,3.52,46.2,121.48,831.64,19.68
0.2,3.5,46.57,124.34,838.2,20.45
0.2,3.59,46.99,137.41,845.9,20.44
0.2,3.58,44.87,140.41,852.46,19.97
0.2,3.58,45.25,141.93,859.84,20.13
0.2,3.57,45.61,134.66,866.56,20.06
0.2,3.54,45.99,136.21,873.77,20.03
0.2,3.42,46.39,126.74,881.48,20.35
0.19,3.45,46.71,129.84,887.54,20.02
0.19,3.52,47.12,125.71,895.25,19.64
0.19,3.49,47.46,137.91,901.8,19.88
0.19,3.44,47.88,134.3,909.67,19.77
0.19,3.51,45.87,124.43,917.38,20.43
0.19,3.62,46.24,137.13,924.75,20.09
0.19,3.6,46.57,134.04,931.48,20.41
0.19,3.66,46.94,135.59,938.85,20.41
0.19,3.65,47.27,124.75,945.41,20.06
0.1,3.59,47.66,133.3,953.11,19.64
0.1,3.58,48.02,122.08,960.33,19.68
0.1,3.58,48.34,140.18,966.89,20.05
0.1,3.62,48.73,119.75,974.59,20
0.1,3.53,46.74,136.43,981.64,20.14
0.1,3.57,47.07,128.13,988.52,20.38
0.1,3.51,47.46,131.95,996.56,20.14
0.1,3.6,47.83,136.79,1004.43,20.13
0.1,3.6,48.15,137.18,1011.15,20.32
0.04,3.68,48.54,135.23,1019.34,20.07
0.04,3.69,48.85,120.24,1025.9,20.53
0.04,3.7,49.21,138.69,1033.44,20.2
0.04,3.72,49.63,128.56,1042.13,20.41
0.04,3.7,47.71,130.01,1049.67,20.28
0.04,3.72,48.01,133.98,1056.23,20.17
0.04,3.62,48.38,131.2,1064.43,19.97
0.04,3.67,48.71,120.76,1071.64,19.64
0.04,3.58,49.13,132,1080.82,19.87
0.03,3.66,49.49,122.71,1088.85,20.44
0.03,3.63,49.76,118.19,1094.75,20.58
0.03,3.71,50.13,137.06,1102.79,19.94
0.03,3.69,50.42,120.01,1109.34,20.37
0.03,3.65,48.57,130.7,1117.05,20.2
0.03,3.64,48.84,128.93,1123.28,19.46
0.03,3.72,49.17,130.93,1130.82,20.11
0.03,3.73,49.44,133.48,1137.21,20.08
0.03,3.8,49.76,133.83,1144.59,20.46
0.03,3.79,50.04,127.83,1150.98,20.51
0.07,3.74,50.38,121.81,1158.69,19.57
0.07,3.66,50.68,132.59,1165.74,19.65
0.07,3.69,50.96,135.36,1172.13,20.34
0.07,3.62,49.15,136.61,1179.67,20.18
0.07,3.59,49.41,135.51,1185.74,20.27
0.07,3.68,49.73,130.31,1193.61,20.36
0.07,3.71,49.99,132.86,1199.84,19.84
0.07,3.62,50.31,132.03,1207.38,20.26
0.07,3.62,50.57,122.5,1213.61,20.25
0.12,3.75,50.89,130.83,1221.31,20.28
0.12,3.72,51.17,132.94,1228.03,20.28
0.12,3.81,51.49,125.85,1235.74,19.77
0.12,3.86,49.73,133.75,1243.28,19.48
0.12,3.7,50.03,134.5,1250.82,20.12
0.12,3.77,50.33,121.16,1258.2,20.26
0.12,3.75,50.66,136.06,1266.39,20.13
0.12,3.73,51,120.51,1275.08,20.27
0.21,3.81,51.39,128,1284.75,20.15
0.21,3.86,51.78,134.51,1294.43,20
0.21,3.9,52.12,124.95,1303.12,20.49
0.21,3.8,52.26,130.6,1306.56,20.31
0.21,3.79,50.54,122.61,1314.1,19.51
0.21,3.88,50.79,138.35,1320.49,20.15
0.21,3.87,51.07,133.41,1327.71,20.36
0.21,3.99,51.35,130.34,1335.08,20.39
0.21,3.97,51.61,124.98,1341.8,20.46
0.2,3.91,51.9,130.98,1349.34,20.14
0.2,3.89,52.16,132.13,1356.07,20.09
0.2,4.02,52.46,133.98,1363.93,20.42
0.2,3.99,52.7,122.61,1370.33,19.54
0.2,3.97,51.03,132.44,1377.71,20.2
0.2,4,51.28,131.04,1384.59,20.24
0.2,3.95,51.55,119.83,1391.97,20.36
0.2,3.86,51.86,137.71,1400.16,20.08
0.2,3.87,52.11,136.03,1407.05,20.26
0.18,3.94,52.42,135.81,1415.25,20.19
0.18,3.9,52.7,127.25,1422.79,19.46
0.18,3.88,53.01,127.76,1431.15,20.25
0.18,3.87,53.25,137.29,1437.71,20.14
0.18,3.94,51.63,142.78,1445.74,20.1
0.18,3.94,51.88,132.19,1452.62,20.25
0.18,4.02,52.15,120.93,1460.16,20.37
0.18,4,52.41,124.81,1467.38,19.55
0.18,4.1,52.69,126.91,1475.25,19.99
0.1,4.08,52.96,135.44,1482.79,20.34
0.1,4.11,53.2,123.5,1489.51,20.46
0.1,4.03,53.49,131.18,1497.71,20.03
0.1,4.03,53.72,131.9,1504.1,20.3
0.1,4.06,52.15,134.96,1512.3,19.67
0.1,4.13,52.37,126.44,1518.85,20.43
0.1,4.06,52.62,132.96,1526.07,20.02
0.1,4.05,52.87,126.39,1533.28,19.41
0.1,3.95,53.13,130.16,1540.82,20.17
0.03,3.98,53.35,123.01,1547.21,20.27
0.03,4.02,53.61,137.55,1554.75,20.23
0.03,4.11,53.88,129.36,1562.46,20.41
0.03,4.1,54.11,120.05,1569.18,20.24
0.03,4.21,52.56,131.99,1576.72,20.22
0.03,4.2,52.79,130.36,1583.77,19.69
0.03,4.11,53.04,132.64,1591.31,20.31
0.03,4.12,53.27,137.28,1598.03,19.92
0.03,4.2,53.54,133.61,1606.07,19.95
0.03,4.22,53.75,118.95,1612.46,20.39
0.05,4.17,54,117.09,1620,20.4
0.05,4.16,54.23,123.95,1627.05,19.72
0.05,4.16,54.49,133.53,1634.75,19.82
0.05,4.03,52.98,134.91,1642.46,20.18
0.05,4.05,53.2,127.74,1649.18,20.19
0.05,4.11,53.45,129.01,1657.05,19.72
0.05,4.12,53.69,132.71,1664.26,20.16
0.05,4.05,53.96,123.3,1672.62,20.26
0.05,4.07,54.17,127.44,1679.34,19.34
0.06,4.14,54.42,133.59,1687.05,20.25
0.06,4.13,54.64,127,1693.77,20.26
0.06,4.2,54.88,121.28,1701.31,19.49
0.06,4.18,53.37,130.89,1707.71,19.89
0.06,4.25,53.61,127.76,1715.41,20.4
0.06,4.22,53.86,135.29,1723.44,20.22
0.06,4.26,54.06,128.41,1730,20.39
0.06,4.18,54.31,124.19,1737.87,19.45
0.06,4.19,54.52,120.79,1744.59,20.26
0.19,4.23,54.76,129.74,1752.46,20.13
0.19,4.29,54.97,131.31,1759.18,20.28
0.19,4.18,55.2,142.63,1766.39,20.01
0.19,4.19,53.74,141.65,1773.28,20.16
0.19,4.09,53.97,125.14,1780.98,20.13
0.19,4.14,54.16,116.25,1787.38,20.24
0.19,4.18,54.39,118.78,1794.75,19.46
0.19,4.24,54.61,131.59,1802.13,20.34
0.19,4.23,54.81,142.89,1808.85,20.04
0.23,4.3,55.03,126.68,1816.07,20.42
0.23,4.31,55.23,123.49,1822.62,20.42
0.23,4.22,55.46,120.35,1830.33,20.31
0.23,4.2,55.67,119.06,1837.05,20.31
0.23,4.3,54.24,121.41,1844.1,20.49
0.23,4.3,54.44,117.86,1850.82,20.43
0.23,4.27,54.67,133.55,1858.69,20.21
0.23,4.29,54.87,129.25,1865.57,20.37
0.23,4.2,55.11,137.66,1873.61,20.15
0.19,4.1,55.35,143.09,1881.8,19.93
0.19,4.11,55.54,137.91,1888.36,20.09
0.19,4.18,55.8,136.48,1897.21,20.16
0.19,4.1,56.03,131.16,1904.92,20.16
0.19,4.1,54.64,125.21,1912.46,20.19
0.19,4.09,54.85,138.44,1919.84,19.93
0.19,4.27,55.11,126.31,1928.69,20.36
0.19,4.16,55.37,121.15,1938.03,20.23
0.17,4.15,55.67,132.36,1948.53,20.2
0.17,4.29,55.96,130.15,1958.53,19.72
0.17,4.29,56.21,131.71,1967.38,20.32
0.17,4.23,56.31,120.98,1970.82,20.29
0.17,4.16,54.95,121.56,1978.03,20.25
0.17,4.18,55.12,122.63,1984.26,20.22
0.17,4.23,55.33,132.4,1991.8,19.86
0.17,4.26,55.51,121.78,1998.36,20.32
0.17,4.15,55.71,133.53,2005.74,19.77
0.03,4.18,55.89,145.84,2012.13,19.85
0.03,4.09,56.11,137.2,2020,20.12
0.03,4.1,56.29,130.01,2026.39,19.46
0.03,4.2,56.5,129.76,2034.1,19.98
0.03,4.24,55.18,136.93,2041.64,20.06
0.03,4.23,55.24,36.99,2043.93,37.14
0.03,4.3,55.25,0,2044.26,0
0.03,4.31,55.28,0,2045.41,0
0.03,4.26,55.29,0,2045.74,0
0.04,4.24,55.31,0,2046.56,0
0.04,4.3,55.33,0,2047.21,0
0.04,4.35,55.34,0,2047.71,0
0.04,4.23,55.34,0,2047.71,0
0.04,4.26,53.9,0,2048.03,0
0.04,4.17,53.9,0,2048.03,0
0.04,4.11,53.9,0,2048.03,0
0.04,4.1,53.9,0,2048.03,0
0.04,4.2,53.9,0,2048.03,0
0.04,4.21,53.9,0,2048.03,0
0.54,4.09,53.9,0,2048.03,0
0.54,4.17,53.9,0,2048.03,0
0.54,4.13,53.9,0,2048.03,0
0.54,4.09,52.51,0,2048.03,0
0.54,4.09,52.51,0,2048.03,0
0.54,4,52.51,0,2048.03,0
0.54,3.95,52.51,0,2048.03,0
0.54,3.75,52.51,0,2048.03,0
0.54,3.63,52.51,0,2048.03,0
1.08,3.33,52.51,0,2048.03,0
1.08,3.16,52.51,0,2048.03,0
1.08,2.98,52.51,0,2048.03,0
1.08,2.75,51.2,0,2048.03,0
1.08,-0.05,51.2,0,2048.03,0
1.08,-0.04,51.2,0,2048.03,0
1.08,-0.1,51.2,0,2048.03,0
1.08,-0.12,51.2,0,2048.03,0
1.08,0.08,51.2,0,2048.03,0
1.35,-0.11,51.2,0,2048.03,0
1.35,0.07,51.2,0,2048.03,0
1.35,-0.06,51.2,0,2048.03,0
1.35,0.08,51.2,0,2048.03,0
1.35,-0.1,49.95,0,2048.03,0
1.35,0.03,49.95,0,2048.03,0
1.35,-0.05,49.95,0,2048.03,0
1.35,0.04,49.95,0,2048.03,0
1.35,-0.02,49.95,0,2048.03,0
1.44,0,49.95,0,2048.03,0
1.44,-0.02,49.95,0,2048.03,0
1.44,0,49.95,0,2048.03,0
1.44,-0.01,49.95,0,2048.03,0
1.44,0,48.76,0,2048.03,0
1.44,-0.01,48.76,0,2048.03,0
