Pressure,CO2 Weld Flow,Feed,Primary Weld Current,Wire Consumed,Secondary Weld Voltage
0.62,5.13,30.87,273.1,216.07,15.73
0.62,5.9,33.14,295.03,231.97,15.91
0.62,6.85,35.76,298.03,250.33,15.82
0.62,7.64,38.31,286.33,268.2,16.47
0.62,8.43,41.03,286.63,287.21,15.88
0.27,9.15,43.37,292.63,303.61,16.53
0.27,9.93,46.09,294.33,322.62,16.07
0.27,10.76,49.09,299.46,343.61,16.32
0.27,11.78,51.99,300.14,363.93,15.54
0.27,12.88,48.67,298.83,389.34,15.48
0.27,14.2,52.66,293.33,421.31,16.54
0.27,15.27,56.07,299.11,448.52,16.48
0.23,16.18,59.51,298.95,476.07,16.26
0.23,16.95,62.56,302.49,500.49,15.77
0.23,17.03,62.68,303.19,501.48,16.24
0.23,17.48,65.23,296.16,521.8,16.47
0.23,17.84,59.96,294.83,539.67,15.67
0.23,18.12,61.62,289.55,554.59,15.96
0.23,18.43,63.86,290.51,574.75,15.91
0.23,18.62,65.63,285.85,590.66,15.86
0.23,18.8,67.65,290.48,608.85,16.47
0.23,18.88,69.65,279.91,626.89,16.31
0.24,19.02,71.53,281.66,643.77,16.42
0.24,19.05,73.5,283,661.48,16.49
0.24,19.13,75.85,278.68,682.62,16.16
0.24,19.05,69.77,280.31,697.71,16.33
0.24,18.94,71.69,286.06,716.89,16.11
0.24,18.77,73.56,290.14,735.57,15.56
0.24,18.57,74.98,281.71,749.84,15.78
0.24,18.23,77.1,282.86,770.98,15.46
0.24,17.95,78.7,291.64,787.05,16.39
0.25,17.56,80.49,280.64,804.92,16.48
0.25,17.16,82.21,288.38,822.13,16.21
0.25,16.65,84.21,278.51,842.13,16.12
0.25,16.2,77.99,269.66,857.87,16.84
0.25,15.69,79.69,282.85,876.56,16.76
0.25,15.2,81.3,275.98,894.26,15.89
0.25,14.65,82.95,280.14,912.46,16.13
0.25,14.03,84.52,295.95,929.67,16.82
0.25,13.51,85.92,272.75,945.08,16.73
0.24,12.91,87.73,287.58,965.08,17.08
0.24,12.38,89.21,273.93,981.31,16.83
0.24,11.8,90.89,279.64,999.84,16.22
0.24,11.23,84.96,282.35,1019.51,16.71
0.24,10.67,86.58,278.64,1039.02,16.53
0.24,10.25,87.87,282.3,1054.43,16.2
0.24,9.82,89.45,281.23,1073.44,16.71
0.24,9.39,91.05,277.71,1092.62,16.45
0.24,9.06,92.46,286,1109.51,16.42
0.23,8.7,93.99,282.15,1127.87,16.63
0.23,8.45,95.26,280.84,1143.12,16.5
0.23,8.11,96.84,276.66,1162.13,16.49
0.23,7.88,90.67,283.04,1178.69,16.48
0.23,7.69,92.07,291.49,1196.89,16.32
0.23,7.48,93.48,278.21,1215.25,17.04
0.23,7.3,94.8,298.84,1232.46,17.12
0.23,7.15,96.28,266.6,1251.64,17.06
0.23,7,97.53,269.68,1267.87,16.18
0.23,6.83,99.13,300.63,1288.69,15.79
0.23,6.71,100.5,287.33,1306.56,15.74
0.23,6.61,102.04,272.83,1326.56,16.75
0.23,6.51,95.85,286.58,1341.97,17.09
0.23,6.38,97.25,285.09,1361.48,16.35
0.23,6.32,98.36,278,1377.05,16.18
0.23,6.17,99.61,274.94,1394.59,16.2
0.23,6.13,101.08,283.71,1415.08,15.84
0.23,6.08,102.15,265.7,1430.16,16.43
0.22,6.03,103.51,279.96,1449.18,16.18
0.22,5.98,104.8,302.04,1467.21,16.78
0.22,5.97,106.08,276.1,1485.08,17.17
0.22,5.96,107.27,265.36,1501.8,16.85
0.22,5.86,101.66,289.16,1524.92,16.33
0.22,5.85,102.73,283.71,1540.98,16.58
0.22,5.85,103.84,271.59,1557.54,17.05
0.22,5.82,104.97,273.95,1574.59,15.87
0.22,5.75,106.33,271.24,1594.92,16.92
0.21,5.7,107.5,281.53,1612.46,16.86
0.21,5.69,108.46,276.23,1626.89,16.21
0.21,5.67,109.76,271.73,1646.39,16.17
0.21,5.66,110.87,279.94,1663.12,16
0.21,5.66,105.07,291.5,1681.15,16.16
0.21,5.65,105.96,282.1,1695.41,17.18
0.21,5.6,107.23,273.28,1715.74,16.41
0.21,5.62,108.31,294,1732.95,16.45
0.21,5.6,109.49,279.31,1751.8,15.71
0.18,5.61,110.49,284.86,1767.87,16.25
0.18,5.62,111.61,277.93,1785.74,16.39
0.18,5.59,112.76,269.63,1804.1,16.02
0.18,5.59,113.71,288.64,1819.34,16.65
0.18,5.58,108.14,271.65,1838.36,17.01
0.18,5.59,109.03,278.11,1853.44,16.08
0.18,5.52,110.14,283.15,1872.46,16.41
0.18,5.53,111.14,288.33,1889.34,16.34
0.18,5.53,112.27,279.98,1908.53,15.93
0.16,5.57,113.27,287.7,1925.57,16.97
0.16,5.6,114.49,295.78,1946.39,15.46
0.16,5.6,115.87,273.89,1969.84,16.3
0.16,5.59,110.69,275.33,1992.46,16.23
0.16,5.56,112.05,275.86,2016.89,15.81
0.16,5.57,113.5,276.96,2042.95,16.19
0.16,5.65,115.03,280.99,2070.49,16.17
0.15,5.66,116.66,279.4,2099.84,16.09
0.15,5.59,118.24,277.89,2128.36,16.33
0.15,5.6,118.86,274.29,2139.51,16.42
0.15,5.62,113.63,281.39,2159.02,16.04
0.15,5.57,114.73,323.28,2179.84,16.77
0.15,5.63,115.65,272.05,2197.38,16.83
0.15,5.64,116.47,271.48,2212.95,16.45
0.15,5.69,117.54,319.63,2233.28,16.31
0.15,5.7,118.38,266.98,2249.18,16.66
0.15,5.69,119.4,278.51,2268.53,16.36
0.15,5.7,120.31,270.76,2285.9,16.21
0.15,5.7,121.27,279.69,2304.1,16.54
0.15,5.72,116.03,280.45,2320.66,16.26
0.15,5.69,117.05,270.74,2340.98,17.07
0.15,5.72,117.86,282.44,2357.21,16.54
0.15,5.69,118.75,299.5,2374.92,16.76
0.15,5.66,119.76,266.09,2395.25,15.73
0.15,5.67,120.6,279.34,2411.97,16.09
0.16,5.7,121.49,309.7,2429.84,16.6
0.16,5.72,122.31,273.56,2446.23,16.57
0.16,5.73,123.3,269.18,2466.07,16.68
0.16,5.76,124.08,271.99,2481.64,16.21
0.16,5.72,119.01,274.43,2499.18,16.29
0.16,5.75,119.75,271.39,2514.75,16.53
0.16,5.78,120.65,285.34,2533.61,17.28
0.16,5.8,121.34,272.99,2548.2,16.41
0.16,5.79,122.15,281.31,2565.08,16.7
0.18,5.78,123.07,270.31,2584.43,17.41
0.18,5.79,123.9,274.5,2601.97,16.68
0.18,5.75,124.75,284.65,2619.84,16.31
0.18,5.75,125.46,289.48,2634.75,16.78
0.18,5.8,120.54,272.96,2651.8,15.98
0.18,5.79,121.22,286.5,2666.89,16.87
0.18,5.79,122.17,266.11,2687.71,16.27
0.18,5.79,122.89,259.86,2703.61,16.24
0.18,5.84,123.71,309.5,2721.64,16.02
0.18,5.85,124.47,273.39,2738.36,16.58
0.18,5.88,125.27,265.95,2755.9,17.53
0.18,5.92,126.1,268.28,2774.1,15.93
0.18,5.91,126.85,262.24,2790.66,16.31
0.18,5.9,122.14,288.85,2809.18,16.26
0.18,5.9,122.85,288.88,2825.57,17.06
0.18,5.9,123.68,265.08,2844.59,16.51
0.18,5.9,124.41,285.89,2861.48,17.21
0.18,5.91,125.3,278.13,2881.8,16.72
0.18,5.94,125.99,270.04,2897.71,16.85
0.18,5.9,126.83,285.84,2917.05,16.65
0.18,5.95,127.66,270.16,2936.07,16.53
0.18,5.92,128.45,306.05,2954.43,15.49
0.18,5.96,123.88,278.35,2973.12,16.45
0.18,5.95,124.6,273.39,2990.33,16.55
0.18,6.02,125.48,281.86,3011.48,16.81
0.18,6.02,126.23,280.08,3029.51,16.33
0.18,6,127.08,271.08,3049.84,15.87
0.22,5.99,127.74,283.39,3065.74,17.4
0.22,6.01,128.59,276.88,3086.07,16.36
0.22,6.04,129.33,277.73,3103.94,16.49
0.22,6.02,130.1,277.36,3122.46,16.6
0.22,6.02,125.5,272.2,3137.38,16.63
0.22,5.98,126.24,270.33,3156.07,16.34
0.22,5.96,127.04,276.1,3175.9,16.79
0.22,5.95,127.68,273.68,3191.97,16.44
0.22,6.02,128.38,264.88,3209.51,16.02
0.22,6.01,129.08,315.28,3227.05,16.51
0.23,6.06,129.88,272.39,3247.05,16.81
0.23,6.03,130.48,277.89,3261.97,16.79
0.23,6.02,131.24,276.6,3280.98,16.31
0.23,6.02,126.88,273.55,3298.85,16.74
0.23,6.06,127.64,288.76,3318.53,16.56
0.23,6.05,128.23,269.75,3333.94,16.94
0.23,6.02,128.9,282.53,3351.31,17.01
0.23,6,129.61,272.6,3369.84,16.28
0.23,6,130.22,280.31,3385.74,16.08
0.25,5.96,130.9,271.78,3403.44,16.35
0.25,5.93,131.46,267.99,3417.87,15.62
0.25,5.98,132.18,281.11,3436.72,16.8
0.25,5.96,127.91,271.43,3453.44,17.18
0.25,5.94,128.61,282.86,3472.46,16.76
0.25,5.93,129.16,278.11,3487.21,16.27
0.25,5.98,129.84,270.4,3505.57,15.98
0.25,5.98,130.44,276.94,3521.8,16.8
0.25,6,131.14,282.8,3540.82,15.84
0.23,6.03,131.85,277.98,3560,17.35
0.23,5.97,132.6,279.53,3580.33,17.6
0.23,6,133.4,280.16,3601.8,17.49
0.23,5.97,129.46,265.61,3624.92,16.65
0.23,5.98,130.33,278.43,3649.34,16.73
0.23,5.96,131.34,268.84,3677.54,17.25
0.23,5.94,132.31,259.05,3704.75,16.92
0.23,5.92,133.34,273.06,3733.44,16.3
0.23,5.95,133.44,278.35,3736.23,17.16
0.23,5.97,134.18,277.41,3757.05,17.16
0.23,5.97,134.77,280.35,3773.61,17.05
0.23,6.01,130.76,269.58,3791.97,17.27
0.23,6,131.35,272.2,3809.02,16.74
0.23,5.97,132.04,278.01,3829.18,16.85
0.23,5.98,132.62,254.13,3845.9,16.88
0.23,6.01,133.37,270.11,3867.87,17.03
0.22,6.01,134.02,263.85,3886.72,17.18
0.22,5.97,134.72,274.93,3906.89,17.16
0.22,5.95,135.27,264.1,3922.95,17.17
0.22,5.93,135.94,280.63,3942.3,16.1
0.22,5.94,132.11,271.36,3963.28,17.09
0.22,5.94,132.68,279.71,3980.33,18.17
0.22,5.99,133.26,272.04,3997.71,16.88
0.22,5.97,133.77,265.89,4012.95,17.13
0.22,6.03,134.44,256.25,4033.12,16.99
0.19,6.01,134.99,265.44,4049.84,17.56
0.19,5.98,135.63,268.05,4068.85,17.04
0.19,5.96,136.19,278.25,4085.57,16.93
0.19,6,136.84,261.59,4105.08,17.47
0.19,6,132.96,246.35,4121.64,18.04
0.19,5.97,133.56,272.88,4140.49,17.93
0.19,5.94,134.18,265.2,4159.67,17.33
0.19,5.95,134.7,287.06,4175.74,16.7
0.19,5.93,135.3,253.63,4194.26,17.66
0.21,5.92,135.82,263.84,4210.33,17.45
0.21,5.96,136.37,268.83,4227.54,17.16
0.21,5.98,136.89,277.86,4243.61,17.95
0.21,5.97,137.51,258.45,4262.95,17.54
0.21,5.96,133.68,269.54,4277.87,17.41
0.21,5.98,134.24,280.23,4295.57,17.18
0.21,5.97,134.77,281.14,4312.62,17.59
0.21,6.03,135.36,247.65,4331.64,16.98
0.21,5.99,135.92,243.64,4349.51,17.95
0.21,6.01,136.4,276.73,4364.75,17.5
0.17,5.98,136.96,270.64,4382.79,17.51
0.17,5.94,137.58,241.93,4402.62,17.62
0.17,5.95,138.19,261.79,4422.13,18.61
0.17,5.94,134.5,270.6,4438.36,18.1
0.17,6,135.08,263.5,4457.54,18.56
0.17,5.98,135.7,261.98,4478.03,17.27
0.17,5.99,136.26,257.93,4496.56,17.79
0.17,5.98,136.73,278.54,4511.97,17.65
0.15,6,137.3,254.09,4530.82,17.57
0.15,6.01,137.84,261.7,4548.69,18.46
0.15,5.99,138.41,254.88,4567.54,17.76
0.15,5.94,138.94,255.78,4585.08,17.87
0.15,5.91,135.38,270.88,4602.95,17.98
0.15,5.95,136,267.13,4623.94,17.84
0.15,5.95,136.48,255.63,4640.33,17.9
0.15,5.93,137.03,254.28,4659.02,17.52
0.15,5.93,137.56,285.76,4677.05,17.48
0.14,5.97,138.14,264.49,4696.72,17.85
0.14,5.97,138.62,249.65,4713.12,17.5
0.14,5.99,139.22,270.96,4733.61,17.56
0.14,6.01,139.78,271.24,4752.46,18.03
0.14,6.01,136.37,263.03,4772.79,17.41
0.14,5.98,136.9,255.24,4791.48,17.64
0.14,5.98,137.38,277.35,4808.36,17.83
0.14,5.93,137.94,196.75,4828.03,21.11
0.14,5.94,138.28,39.26,4839.84,29.33
0.14,5.96,138.46,0,4846.23,0
0.15,5.94,138.59,0,4850.66,0
0.15,5.88,138.62,0,4851.8,0
0.15,5.9,138.67,0,4853.44,0
0.15,5.9,134.87,0,4855.41,0
0.15,5.9,134.88,0,4855.74,0
0.15,5.92,134.9,0,4856.23,0
0.15,5.94,134.9,0,4856.39,0
0.15,5.91,134.9,0,4856.56,0
0.15,5.88,134.91,0,4856.89,0
0.53,5.85,134.92,0,4857.05,0
0.53,5.88,134.92,0,4857.05,0
0.53,5.86,134.92,0,4857.05,0
0.53,5.79,131.27,0,4857.05,0
0.53,5.78,131.27,0,4857.05,0
0.53,5.7,131.27,0,4857.05,0
0.53,5.64,131.27,0,4857.05,0
0.53,5.53,131.27,0,4857.05,0
0.53,5.48,131.27,0,4857.05,0
1.23,5.34,131.27,0,4857.05,0
1.23,5.12,131.27,0,4857.05,0
1.23,4.89,131.27,0,4857.05,0
1.23,4.68,127.82,0,4857.05,0
1.23,4.41,127.82,0,4857.05,0
1.23,4.1,127.82,0,4857.05,0
1.23,3.68,127.82,0,4857.05,0
1.86,3.27,127.82,0,4857.05,0
1.86,3.15,127.82,0,4857.05,0
1.86,2.87,127.82,0,4857.05,0
1.86,2.62,127.82,0,4857.05,0
1.86,-0.02,124.54,0,4857.05,0
1.86,-0.03,124.54,0,4857.05,0
1.86,-0.03,124.54,0,4857.05,0
1.86,0,124.54,0,4857.05,0
1.86,-0.01,124.54,0,4857.05,0
2.4,0.02,124.54,0,4857.05,0
2.4,0.02,124.54,0,4857.05,0
2.4,0,124.54,0,4857.05,0
2.4,-0.01,124.54,0,4857.05,0
2.4,0.01,121.43,0,4857.05,0
2.4,-0.04,121.43,0,4857.05,0
2.4,0.01,121.43,0,4857.05,0
2.4,-0.05,121.43,0,4857.05,0
