Pressure,CO2 Weld Flow,Feed,Primary Weld Current,Wire Consumed,Secondary Weld Voltage
0.05,8.42,29.13,127.69,407.87,15.4
0.05,8.35,29.67,121.49,415.41,15.78
0.03,8.27,30.23,114.23,423.28,15.9
0.03,8.19,30.8,121.71,431.15,15.64
0.03,8.18,30.81,121.75,431.31,15.59
0.03,8.13,31.21,124.16,436.89,15.68
0.03,8.07,31.62,116.43,442.62,15.77
0.03,8.04,31.89,126.15,446.39,15.71
0.03,8,32.33,120.55,452.62,15.97
0.03,7.99,32.76,121.41,458.69,15.79
0.03,7.96,30.99,116.55,464.92,15.97
0.03,7.95,31.26,113.29,468.85,16.09
0.03,7.93,31.58,130.26,473.77,15.36
0.03,7.91,31.95,128.4,479.18,15.49
0.03,7.86,32.33,119.21,484.92,15.77
0.03,7.88,32.71,121.59,490.66,16.04
0.03,7.89,33.04,119.78,495.57,15.92
0.03,7.9,33.41,118.43,501.15,15.86
0.03,7.88,33.74,121.68,506.07,15.93
0.03,7.89,32,119.69,511.97,15.8
0.03,7.89,32.28,118,516.56,15.96
0.03,7.89,32.67,124.28,522.79,15.42
0.03,7.89,33.02,125.8,528.36,15.47
0.03,7.88,33.35,114.66,533.61,15.94
0.03,7.88,33.64,126.43,538.2,15.23
0.03,7.87,34.04,116.46,544.59,15.68
0.03,7.84,34.39,128.61,550.16,15.56
0.03,7.85,34.71,117.69,555.41,15.97
0.03,7.88,33.03,116.91,561.48,16.04
0.03,7.89,33.33,126.86,566.56,15.33
0.02,7.91,33.65,121.55,572.13,15.62
0.02,7.9,34.01,117.64,578.2,15.97
0.02,7.94,34.38,118.45,584.43,15.61
0.02,7.97,34.66,125.9,589.18,15.6
0.02,7.95,34.98,120.53,594.59,15.78
0.02,7.96,35.28,114.38,599.84,15.79
0.02,7.96,35.65,130.49,606.07,15.08
0.02,7.95,33.99,123.38,611.8,15.66
0.02,7.97,34.26,117.18,616.72,15.75
0.02,8,34.59,118.26,622.62,15.71
0.02,8.01,34.89,121.49,628.03,15.89
0.02,8.01,35.26,124.31,634.75,15.47
0.02,8.03,35.56,124.01,640.16,15.6
0.02,8.09,35.84,125.2,645.08,15.6
0.02,8.08,36.1,110.65,649.84,15.99
0.02,8.06,36.47,122.09,656.39,15.8
0.02,8.09,34.82,117.13,661.64,15.83
0.02,8.06,35.12,125.84,667.21,15.73
0.01,8.09,35.43,115.48,673.11,15.68
0.01,8.08,35.7,127.25,678.36,15.53
0.01,8.1,36.01,124.09,684.26,15.56
0.01,8.14,36.32,116.48,690.16,16.1
0.01,8.14,36.63,117.04,695.9,16.08
0.01,8.14,36.88,131.43,700.66,15.34
0.01,8.21,37.18,120.48,706.39,15.65
0.01,8.21,35.59,121.8,711.8,15.9
0.01,8.21,35.89,114.33,717.87,16.09
-0.02,8.22,36.08,132.01,721.64,15.55
-0.02,8.19,36.35,122.14,727.05,15.63
-0.02,8.24,36.7,116.36,734.1,16.13
-0.02,8.22,36.97,114.14,739.34,16.17
-0.02,8.22,37.2,122.61,744.1,15.61
-0.02,8.27,37.52,128.33,750.49,15.42
-0.02,8.27,37.79,123.78,755.74,15.65
-0.02,8.3,36.21,113.01,760.49,15.99
-0.01,8.32,36.5,120.83,766.56,15.65
-0.01,8.33,36.71,118,770.82,16.06
-0.01,8.32,37,115.89,777.05,16.19
-0.01,8.33,37.24,118.05,781.97,16.04
-0.01,8.36,37.49,115.41,787.21,16.23
-0.01,8.37,37.74,113.89,792.62,16.26
-0.01,8.36,38.05,119.13,799.02,16.01
-0.01,8.36,38.27,123.88,803.61,15.71
-0.01,8.34,36.74,129.16,808.36,15.4
-0.01,8.39,37.02,126.58,814.43,15.6
-0.04,8.38,37.23,133.23,819.02,15.22
-0.04,8.43,37.47,117.59,824.43,15.84
-0.04,8.44,37.72,123.93,829.84,15.47
-0.04,8.47,37.96,115.84,835.08,16.11
-0.04,8.46,38.19,113.41,840.16,16.11
-0.04,8.46,38.48,127,846.56,15.68
-0.04,8.45,38.69,124.84,851.15,15.68
-0.04,8.48,37.25,119.93,856.72,15.68
-0.04,8.45,37.51,130.36,862.62,15.52
-0.03,8.42,37.85,119.53,870.49,15.99
-0.03,8.45,38.11,115.88,876.56,16.11
-0.03,8.46,38.35,115.38,881.97,16.13
-0.03,8.46,38.59,116.73,887.54,16.19
-0.03,8.45,38.94,118.11,895.57,15.99
-0.03,8.47,39.34,121.83,904.92,15.81
-0.03,8.49,38.01,118.26,912.13,16
-0.06,8.5,38.27,117.54,918.52,16.09
-0.06,8.44,38.51,121.89,924.26,15.75
-0.06,8.44,38.53,121.29,924.75,16
-0.06,8.44,38.81,117.34,931.48,15.99
-0.06,8.44,39.13,128.48,939.18,15.6
-0.06,8.45,39.36,117.8,944.59,15.93
-0.06,8.44,39.6,124.5,950.33,15.61
-0.06,8.46,39.81,128.33,955.41,15.61
-0.06,8.45,38.4,117.9,960,15.85
-0.06,8.51,38.66,115.29,966.39,16.07
-0.06,8.47,38.94,119.69,973.61,16.07
-0.06,8.45,39.19,130.31,979.67,15.44
-0.06,8.46,39.42,126.13,985.57,15.74
-0.06,8.44,39.53,121.55,988.36,15.55
-0.06,8.46,39.61,118.65,990.33,16.06
-0.06,8.45,39.97,118.76,999.18,15.89
-0.06,8.46,40.29,122.44,1007.21,15.7
-0.06,8.47,38.95,126.95,1012.62,15.69
-0.06,8.47,39.13,138.36,1017.38,14.77
-0.05,8.48,39.25,122.45,1020.49,15.62
-0.05,8.5,39.43,114.53,1025.08,16
-0.05,8.48,39.69,118.73,1031.97,16.03
-0.05,8.48,39.92,123.24,1037.87,15.77
-0.05,8.45,40.12,123.61,1043.12,15.72
-0.05,8.45,40.26,120.63,1046.89,15.62
-0.05,8.47,40.5,115.95,1052.95,16.03
-0.05,8.48,39.22,119.14,1058.85,16.11
-0.05,8.44,39.45,129.81,1065.08,15.59
-0.04,8.47,39.64,115.86,1070.33,15.97
-0.04,8.49,39.82,120.45,1075.08,16.02
-0.04,8.49,40.02,115.74,1080.66,15.99
-0.04,8.49,40.24,132.34,1086.39,15.59
-0.04,8.46,40.46,115.76,1092.3,16.15
-0.04,8.49,40.63,112.86,1097.05,16.19
-0.04,8.48,40.82,123.35,1102.13,16.04
-0.04,8.44,39.57,118.36,1108.03,16.11
-0.04,8.44,39.8,119.79,1114.43,15.79
-0.04,8.45,39.99,132.86,1119.84,15.48
-0.04,8.47,40.19,123.46,1125.41,15.98
-0.04,8.45,40.35,116.85,1129.67,16.01
-0.04,8.48,40.56,127.71,1135.74,15.75
-0.04,8.46,40.79,121.16,1142.13,15.97
-0.04,8.47,40.96,113.76,1146.89,15.9
-0.04,8.49,41.15,119.65,1152.13,15.91
-0.04,8.46,39.93,121.63,1158.03,14.74
-0.04,8.45,40.1,135.88,1162.95,15.6
-0.03,8.42,40.32,123.24,1169.34,15.66
-0.03,8.43,40.52,130.13,1175.08,15.28
-0.03,8.42,40.68,154.35,1179.67,14.26
-0.03,8.43,40.89,147.49,1185.74,14.84
-0.03,8.44,41.08,130.2,1191.31,14.75
-0.03,8.46,41.27,118.84,1196.72,15.57
-0.03,8.43,41.46,137.18,1202.3,14.98
-0.03,8.45,40.31,133.14,1209.34,15.28
-0.03,8.44,40.47,133.11,1214.1,15.13
-0.01,8.4,40.63,139.36,1218.85,14.49
-0.01,8.39,40.84,141.61,1225.08,14.75
-0.01,8.37,41,42.4,1230,34.58
-0.01,8.36,41.05,0,1231.48,0
-0.01,8.36,41.07,0,1231.97,0
-0.01,8.36,41.07,0,1231.97,0
-0.01,8.34,41.08,0,1232.46,0
-0.01,8.35,39.77,0,1232.95,0
-0.01,8.33,39.78,0,1233.12,0
-0.02,8.35,39.78,0,1233.28,0
-0.02,8.35,39.79,0,1233.44,0
-0.02,8.36,39.79,0,1233.61,0
-0.02,8.33,39.8,0,1233.77,0
-0.02,8.31,39.8,0,1233.93,0
-0.02,8.28,39.8,0,1233.93,0
-0.02,8.26,39.8,0,1233.93,0
-0.02,8.24,38.56,0,1233.93,0
-0.02,8.2,38.56,0,1233.93,0
0.43,8.14,38.56,0,1233.93,0
0.43,8.03,38.56,0,1233.93,0
0.43,7.95,38.56,0,1233.93,0
0.43,7.81,38.56,0,1233.93,0
0.43,7.65,38.56,0,1233.93,0
0.43,7.45,38.56,0,1233.93,0
0.43,7.23,38.56,0,1233.93,0
0.43,6.93,37.39,0,1233.93,0
0.43,6.66,37.39,0,1233.93,0
0.77,6.3,37.39,0,1233.93,0
0.77,6.05,37.39,0,1233.93,0
0.77,5.65,37.39,0,1233.93,0
0.77,5.26,37.39,0,1233.93,0
0.77,4.9,37.39,0,1233.93,0
0.77,4.44,37.39,0,1233.93,0
0.77,4.01,37.39,0,1233.93,0
0.77,3.54,36.29,0,1233.93,0
1.1,3.13,36.29,0,1233.93,0
1.1,2.78,36.29,0,1233.93,0
1.1,2.69,36.29,0,1233.93,0
1.1,-0.01,36.29,0,1233.93,0
1.1,-0.02,36.29,0,1233.93,0
1.1,-0.03,36.29,0,1233.93,0
1.1,-0.01,36.29,0,1233.93,0
1.1,0,35.26,0,1233.93,0
1.1,0.03,35.26,0,1233.93,0
1.48,0.02,35.26,0,1233.93,0
1.48,0.01,35.26,0,1233.93,0
1.48,0.02,35.26,0,1233.93,0
